SEASON_YEAR,TEAM_ABBREVIATION,GAME_DATE,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_PG_RANK,FGA_PG_RANK,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,OPPONENT,HOME
2022-23,GSW,2023-01-22T00:00:00,L,37.58166666666666,7,16,0.438,4,8,0.5,8,8,1.0,1,5,6,7,5,1,0,1,2,5,26,-8,41.7,0,0,45.0,1,31,31,31,13,45,46,41,30,44,13,7,9,1,8,26,22,16,7,15,18,27,23,13,36,44,36,13,2,36,1,0.275,0.241,0.232,0.5,0.333,0.444,0.364,0.167,0.185,0.182,0.389,0.455,0.143,0.0,0.167,0.095,0.313,0.31,41,47,54,12,39,26,27,11,38,31,7,49,29,18,27,22,27,33,7,3,5,6,13,4,13,40,8,16,10,31,28,6,34,37,100.4,103.7,103.7,118.3,116.5,116.5,-17.9,-12.8,-12.8,0.318,1.4,21.9,0.024,0.147,0.08,15.6,15.9,0.563,0.666,0.273,103.1,102.18,85.15,102.18,0.156,81,7.0,16.0,50,48,48,40,35,35,48,45,45,21,31,18,25,28,32,48,49,34,28,44,40,39,39,30,45,46,0.5,0.5,0.231,0.0,0.462,0.192,0.307,0.269,0.231,0.0,1.0,0.25,0.75,0.143,0.857,10,40,48,42,34,9,2,8,34,49,1,53,3,55,2,BKN,1
2022-23,GSW,2023-01-25T00:00:00,W,34.78333333333333,10,19,0.526,4,8,0.5,10,11,0.909,0,2,2,3,3,2,0,0,3,8,34,-3,43.9,0,0,47.0,1,1,1,1,30,22,34,23,30,44,13,3,2,34,30,50,52,48,26,5,18,1,35,2,13,38,29,13,2,30,1,0.299,0.294,0.306,0.4,0.348,0.625,0.55,0.0,0.105,0.067,0.125,0.2,0.4,0.0,0.0,0.176,0.444,0.362,23,30,25,23,37,7,7,30,50,52,53,18,9,18,1,34,5,15,8,3,2,6,22,9,19,50,4,16,33,31,52,27,51,54,125.7,127.0,127.0,124.4,129.3,129.3,1.3,-2.3,-2.3,0.125,1.0,10.3,0.0,0.063,0.032,10.3,10.1,0.632,0.713,0.313,105.43,102.81,85.67,102.81,0.149,74,10.0,19.0,16,12,12,47,51,51,32,35,35,52,39,51,30,50,52,32,30,25,20,22,29,35,35,34,22,34,0.579,0.421,0.353,0.176,0.353,0.059,0.294,0.235,0.176,0.333,0.667,0.75,0.25,0.5,0.5,4,52,27,7,49,37,3,10,43,25,24,14,40,21,27,MEM,1
2022-23,GSW,2023-01-27T00:00:00,W,38.78,13,21,0.619,4,8,0.5,5,5,1.0,0,7,7,11,3,2,0,1,1,3,35,13,62.9,1,0,61.0,1,1,1,1,5,7,25,5,30,44,13,19,23,1,30,10,13,5,26,5,18,27,9,29,12,20,7,1,2,9,1,0.283,0.295,0.273,0.25,0.216,0.5,0.385,0.0,0.212,0.189,0.297,0.3,0.4,0.0,0.333,0.071,0.231,0.307,34,29,41,49,55,14,25,30,31,28,23,33,9,18,36,16,36,34,7,0,10,18,10,5,23,54,8,34,1,1,13,10,55,55,128.5,134.1,134.1,115.3,117.4,117.4,13.2,16.7,16.7,0.355,3.67,29.7,0.0,0.152,0.088,8.1,8.1,0.714,0.754,0.283,109.12,105.83,88.19,105.83,0.195,85,13.0,21.0,9,7,7,35,37,37,23,18,18,16,9,7,30,26,27,21,21,14,12,40,13,22,22,13,7,25,0.619,0.381,0.514,0.0,0.343,0.286,0.143,0.2,0.514,0.667,0.333,1.0,0.0,0.769,0.231,1,56,6,42,50,3,30,14,2,6,49,1,47,4,53,TOR,1
2022-23,GSW,2023-01-30T00:00:00,W,36.608333333333334,12,20,0.6,8,14,0.571,6,6,1.0,1,7,8,12,4,0,1,0,0,3,38,17,64.6,1,0,68.0,1,1,1,1,22,12,30,8,2,10,7,13,15,1,8,10,8,4,15,34,4,1,1,29,9,14,6,1,2,6,1,0.287,0.308,0.282,0.444,0.359,0.429,0.333,0.167,0.233,0.222,0.387,0.364,0.0,0.25,0.0,0.0,0.25,0.345,31,24,39,18,32,28,29,11,23,18,8,43,34,10,1,1,34,21,3,5,3,8,11,7,12,44,33,8,23,22,18,15,28,45,131.1,126.4,126.4,109.4,110.7,110.7,21.7,15.7,15.7,0.444,3.0,30.8,0.03,0.184,0.113,10.3,10.4,0.8,0.839,0.296,110.77,112.11,93.42,112.11,0.223,87,12.0,20.0,7,14,14,26,28,28,15,20,20,5,10,5,15,15,12,30,33,4,3,31,7,3,3,8,12,30,0.3,0.7,0.211,0.0,0.632,0.079,0.157,0.079,0.211,0.75,0.25,0.625,0.375,0.667,0.333,52,4,50,42,7,36,27,44,36,2,53,23,32,7,46,OKC,0
2022-23,GSW,2023-02-01T00:00:00,L,42.36833333333333,8,21,0.381,5,12,0.417,8,9,0.889,0,10,10,3,4,1,1,0,5,5,29,-5,47.5,1,0,51.0,1,31,31,31,3,38,25,48,20,25,30,7,4,35,30,3,5,48,15,15,4,1,54,13,29,40,24,1,2,24,1,0.293,0.286,0.309,0.556,0.444,0.364,0.321,0.0,0.244,0.217,0.2,0.25,0.167,0.5,0.0,0.278,0.263,0.333,29,33,24,5,7,33,36,30,18,19,40,23,24,2,1,54,33,24,6,0,5,4,22,7,13,38,13,34,10,42,52,15,34,30,95.3,94.6,94.6,101.1,98.9,98.9,-5.8,-4.4,-4.4,0.15,0.75,9.4,0.0,0.196,0.108,12.5,12.5,0.5,0.581,0.301,103.3,104.8,87.33,104.8,0.138,92,8.0,21.0,53,54,54,15,11,11,40,40,40,48,49,52,30,12,15,39,40,47,43,29,38,26,26,43,38,25,0.429,0.571,0.207,0.069,0.517,0.172,0.276,0.207,0.138,0.0,1.0,0.4,0.6,0.25,0.75,31,26,52,30,27,12,6,13,50,49,1,47,9,52,4,MIN,0
2022-23,GSW,2023-02-02T00:00:00,L,33.18666666666667,10,17,0.588,5,10,0.5,3,3,1.0,2,3,5,5,6,0,0,0,4,2,28,-16,35.5,0,0,43.0,1,31,31,31,40,22,40,12,20,34,13,35,40,1,3,48,36,32,3,34,18,1,47,46,33,52,47,13,2,37,1,0.304,0.345,0.298,0.385,0.4,0.333,0.2,0.286,0.13,0.167,0.294,0.462,0.0,0.0,0.0,0.235,0.182,0.35,21,10,29,27,19,36,48,5,46,37,24,51,34,18,1,48,46,18,0,5,0,8,9,8,12,38,49,8,40,22,9,23,28,30,114.9,112.7,112.7,134.7,137.1,137.1,-19.7,-24.5,-24.5,0.263,0.83,17.2,0.065,0.1,0.082,20.7,20.5,0.735,0.764,0.317,101.88,101.97,84.97,101.97,0.118,71,10.0,17.0,33,35,35,54,55,55,50,54,54,27,45,35,4,44,31,54,54,9,11,20,49,40,40,49,22,40,0.412,0.588,0.357,0.071,0.536,0.0,0.107,0.0,0.286,0.2,0.8,0.6,0.4,0.4,0.6,35,20,26,29,23,40,41,49,25,40,15,26,27,41,15,DEN,0
2022-23,GSW,2023-02-04T00:00:00,W,25.55,7,11,0.636,2,6,0.333,5,5,1.0,0,6,6,7,0,0,0,0,2,3,21,14,38.7,0,0,36.0,1,1,1,1,54,45,55,4,51,55,40,19,23,1,30,14,22,16,53,34,18,1,23,29,45,16,45,13,2,49,1,0.228,0.25,0.234,0.222,0.3,0.5,0.455,0.0,0.353,0.3,0.368,0.0,0.0,0.0,0.0,0.182,0.3,0.28,54,41,51,53,45,14,15,30,7,6,13,1,34,18,1,35,28,42,7,0,0,8,5,7,5,22,8,34,40,22,2,15,5,2,139.3,141.5,141.5,112.6,110.9,110.9,26.7,30.6,30.6,0.333,0.0,35.0,0.0,0.24,0.136,0.0,0.0,0.727,0.795,0.232,101.45,101.45,84.54,101.45,0.22,53,7.0,11.0,4,2,2,32,29,29,11,3,3,18,53,4,30,8,5,1,1,11,8,55,51,45,45,9,45,55,0.455,0.545,0.476,0.095,0.286,0.0,0.238,0.333,0.381,0.2,0.8,1.0,0.0,0.429,0.571,26,30,9,17,54,40,15,4,10,40,15,1,47,35,18,DAL,1
2022-23,GSW,2023-03-05T00:00:00,L,32.03333333333333,8,20,0.4,5,13,0.385,6,6,1.0,0,2,2,6,2,1,0,1,3,3,27,-12,39.4,0,0,42.0,1,31,31,31,45,38,30,47,20,17,35,13,15,1,30,50,52,24,37,15,18,27,35,29,34,48,43,13,2,39,1,0.321,0.333,0.323,0.455,0.394,0.5,0.429,0.0,0.08,0.067,0.375,0.222,1.0,0.0,0.5,0.188,0.273,0.38,14,14,19,16,24,14,20,30,54,52,10,20,1,18,43,37,30,10,3,3,5,4,9,6,7,34,33,16,10,42,9,12,9,20,98.4,104.4,104.4,120.2,122.1,122.1,-21.8,-17.6,-17.6,0.375,3.0,19.4,0.0,0.061,0.028,6.5,6.5,0.525,0.596,0.319,105.79,101.89,84.91,101.89,0.142,68,8.0,20.0,51,46,46,43,43,43,53,49,49,10,10,29,30,51,54,17,17,44,40,19,25,41,41,38,38,30,0.35,0.65,0.222,0.074,0.556,0.185,0.222,0.111,0.148,0.333,0.667,0.6,0.4,0.5,0.5,44,13,49,27,20,11,16,33,48,25,24,26,27,21,27,LAL,0
2022-23,GSW,2023-03-07T00:00:00,L,35.46666666666667,14,23,0.609,10,16,0.625,2,2,1.0,1,5,6,7,6,0,0,1,4,3,40,-2,51.7,0,0,63.0,1,31,31,31,28,5,13,6,1,3,4,45,48,1,8,26,22,16,3,34,18,27,47,29,5,37,17,13,2,7,1,0.341,0.368,0.354,0.556,0.432,0.2,0.182,0.2,0.333,0.3,0.241,0.375,0.0,0.0,1.0,0.211,0.231,0.385,9,7,8,5,11,49,49,9,9,6,34,44,34,18,51,43,36,9,10,6,8,8,26,2,14,40,3,4,2,22,56,1,39,37,128.6,128.4,128.4,134.0,130.9,130.9,-5.3,-2.5,-2.5,0.292,1.17,18.9,0.036,0.179,0.107,16.2,16.3,0.826,0.838,0.348,108.24,109.62,91.35,109.62,0.177,81,14.0,23.0,8,11,11,53,52,52,39,36,36,23,37,30,12,16,16,50,50,3,4,9,17,9,9,19,5,13,0.304,0.696,0.2,0.0,0.75,0.2,0.05,0.25,0.2,0.25,0.75,0.6,0.4,0.5,0.5,51,6,54,42,2,7,48,9,37,37,18,26,27,21,27,OKC,0
2022-23,GSW,2023-03-09T00:00:00,L,34.391666666666666,10,19,0.526,4,8,0.5,5,6,0.833,3,4,7,4,4,1,0,1,3,4,29,2,42.4,0,0,46.0,1,31,31,31,35,22,34,23,30,44,13,19,15,40,2,37,13,41,15,15,18,27,35,22,29,32,34,13,2,34,1,0.294,0.333,0.306,0.333,0.258,0.294,0.333,0.375,0.19,0.241,0.182,0.267,0.143,0.0,0.5,0.25,0.286,0.326,28,14,25,36,50,43,29,2,37,12,45,26,29,18,43,50,29,28,2,0,3,10,12,8,10,36,42,34,23,10,23,23,24,23,115.7,117.1,117.1,109.7,114.5,114.5,6.0,2.6,2.6,0.2,1.0,13.8,0.091,0.108,0.1,13.8,13.5,0.632,0.67,0.302,109.0,106.07,88.39,106.07,0.139,76,10.0,19.0,32,31,31,28,32,32,29,31,31,40,39,43,2,39,19,43,43,25,27,28,14,19,19,40,22,34,0.579,0.421,0.414,0.069,0.414,0.103,0.172,0.069,0.345,0.5,0.5,0.5,0.5,0.5,0.5,4,52,16,30,42,26,24,45,16,13,35,34,12,21,27,MEM,0
2022-23,GSW,2023-03-11T00:00:00,W,43.4,13,27,0.481,6,15,0.4,4,4,1.0,1,5,6,4,5,2,1,2,1,5,36,10,53.2,0,0,58.0,1,1,1,1,1,7,5,30,13,4,31,29,32,1,8,26,22,41,7,5,4,49,9,13,11,24,15,13,2,12,1,0.312,0.361,0.303,0.316,0.349,0.571,0.5,0.077,0.125,0.113,0.143,0.417,0.182,0.333,0.286,0.091,0.417,0.367,19,8,27,39,36,11,9,27,48,47,50,45,23,6,34,21,8,12,7,2,5,10,12,2,20,28,8,27,10,10,23,1,52,8,107.1,105.4,105.4,94.0,94.6,94.6,13.1,10.8,10.8,0.174,0.8,10.5,0.019,0.104,0.059,13.2,13.2,0.593,0.626,0.323,102.39,102.86,85.71,102.86,0.15,93,13.0,27.0,44,45,45,6,4,4,24,26,26,43,47,50,29,41,44,41,42,30,33,17,45,34,34,33,7,5,0.444,0.556,0.389,0.111,0.5,0.139,0.111,0.194,0.278,0.571,0.429,0.667,0.333,0.615,0.385,28,29,20,13,28,20,40,16,26,12,45,18,35,14,43,MIL,1
2022-23,GSW,2023-03-13T00:00:00,W,33.45666666666666,7,13,0.538,4,6,0.667,5,6,0.833,2,5,7,5,5,0,0,0,4,5,23,14,33.9,0,0,39.0,1,1,1,1,38,45,53,20,30,55,1,19,15,40,3,26,13,32,7,34,18,1,47,13,42,16,48,13,2,47,1,0.253,0.212,0.224,0.286,0.231,0.5,0.333,0.333,0.227,0.25,0.263,0.417,0.0,0.0,0.0,0.235,0.333,0.256,49,51,55,44,54,14,29,3,25,11,28,45,34,18,1,48,21,48,3,2,3,4,14,11,7,40,33,27,23,42,31,35,9,37,125.1,126.8,126.8,108.0,110.1,110.1,17.1,16.6,16.6,0.192,1.0,20.0,0.067,0.143,0.108,20.0,19.5,0.692,0.735,0.265,102.06,100.43,83.69,100.43,0.129,71,7.0,13.0,18,13,13,24,27,27,19,19,19,41,39,26,3,30,14,52,52,18,15,49,47,51,51,48,45,53,0.538,0.462,0.261,0.087,0.522,0.13,0.217,0.13,0.174,0.333,0.667,0.5,0.5,0.429,0.571,7,50,38,20,25,23,18,30,44,25,24,34,12,35,18,PHX,1
2022-23,GSW,2023-03-15T00:00:00,L,38.53333333333333,20,28,0.714,8,14,0.571,2,4,0.5,0,2,2,6,2,2,0,0,1,3,50,-11,65.4,0,0,70.0,1,31,31,31,6,1,1,1,2,10,7,45,32,50,30,50,52,24,37,5,18,1,9,29,1,47,5,13,2,3,1,0.344,0.513,0.378,0.615,0.452,0.286,0.4,0.0,0.083,0.067,0.3,0.182,0.5,0.0,0.0,0.05,0.25,0.51,6,3,3,2,5,44,24,30,53,52,21,14,2,18,1,9,34,4,5,0,8,18,14,22,15,38,24,34,2,1,31,56,42,30,117.5,116.7,116.7,131.5,132.9,132.9,-14.0,-16.3,-16.3,0.316,3.0,15.8,0.0,0.049,0.026,5.3,5.3,0.857,0.84,0.355,103.57,103.39,86.16,103.39,0.249,84,20.0,28.0,29,33,33,52,53,53,46,47,47,22,10,36,30,54,55,13,13,1,2,6,36,31,31,4,1,1,0.5,0.5,0.48,0.12,0.48,0.16,0.04,0.1,0.36,0.167,0.833,0.375,0.625,0.25,0.75,10,40,8,12,31,15,51,35,14,43,9,49,8,52,4,LAC,0
2022-23,GSW,2023-03-17T00:00:00,L,37.3,12,27,0.444,4,13,0.308,3,3,1.0,2,4,6,5,6,0,0,2,2,3,31,-1,39.7,0,0,46.0,1,31,31,31,15,12,5,39,30,17,45,35,40,1,3,37,22,32,3,34,18,49,23,29,25,35,42,13,2,34,1,0.351,0.316,0.36,0.444,0.464,0.273,0.176,0.154,0.133,0.14,0.208,0.5,0.0,0.0,0.286,0.125,0.214,0.323,5,20,7,18,4,46,50,15,44,40,38,53,34,18,34,26,42,29,3,4,5,14,14,17,16,40,33,14,10,5,31,50,46,37,117.8,117.1,117.1,117.5,119.8,119.8,0.3,-2.7,-2.7,0.192,0.83,12.8,0.05,0.083,0.068,15.4,15.3,0.519,0.547,0.363,105.55,104.88,87.4,104.88,0.103,82,12.0,27.0,28,32,32,38,41,41,35,38,38,41,45,44,6,47,41,47,47,46,48,4,27,25,25,52,12,5,0.519,0.481,0.516,0.065,0.387,0.161,0.097,0.097,0.452,0.25,0.75,0.5,0.5,0.333,0.667,9,48,5,32,45,14,43,39,4,37,18,34,12,46,8,ATL,0
2022-23,GSW,2023-03-18T00:00:00,L,30.053333333333335,5,15,0.333,3,8,0.375,3,4,0.75,1,7,8,5,1,0,0,1,1,6,16,-10,32.1,0,0,32.0,1,31,31,31,49,54,48,54,44,44,37,35,32,44,8,10,8,32,44,34,18,27,9,5,53,46,52,13,2,53,1,0.24,0.185,0.25,0.3,0.308,0.333,0.333,0.111,0.389,0.296,0.263,0.111,0.0,0.0,0.25,0.083,0.5,0.219,53,55,47,42,43,36,29,21,4,8,28,9,34,18,29,19,4,54,0,0,0,4,9,7,17,36,49,34,40,42,9,15,48,23,111.8,117.7,117.7,141.5,140.7,140.7,-29.7,-22.9,-22.9,0.227,5.0,21.7,0.03,0.28,0.138,4.3,4.4,0.433,0.477,0.239,98.96,96.63,80.52,96.63,0.103,62,5.0,15.0,35,30,30,56,56,56,55,53,53,36,5,20,15,4,4,12,12,54,53,53,55,56,56,51,54,48,0.467,0.533,0.25,0.0,0.563,0.0,0.187,0.0,0.25,0.5,0.5,0.667,0.333,0.6,0.4,24,33,41,42,17,40,20,49,29,13,35,18,35,15,41,MEM,0
2022-23,GSW,2023-03-20T00:00:00,W,36.1,10,23,0.435,5,15,0.333,5,5,1.0,1,6,7,5,4,2,1,0,3,2,30,5,50.9,0,0,53.0,1,1,1,1,25,22,13,42,20,4,40,19,23,1,8,14,13,32,15,5,4,1,35,46,27,29,19,13,2,19,1,0.305,0.303,0.333,0.455,0.405,0.357,0.294,0.077,0.231,0.179,0.227,0.222,0.2,0.2,0.0,0.273,0.182,0.33,20,26,15,16,17,34,41,27,24,32,36,20,18,14,1,53,46,27,4,3,4,10,20,13,25,44,27,16,19,10,50,40,56,45,111.7,112.3,112.3,103.7,106.2,106.2,8.0,6.2,6.2,0.217,1.25,14.7,0.026,0.146,0.088,11.8,11.7,0.543,0.595,0.309,109.3,107.7,89.75,107.7,0.148,81,10.0,23.0,36,37,37,18,18,18,28,29,29,37,34,40,21,29,27,37,38,40,41,23,12,11,11,36,22,13,0.348,0.652,0.333,0.0,0.5,0.133,0.167,0.133,0.333,0.0,1.0,0.8,0.2,0.4,0.6,45,12,28,42,28,21,26,29,18,49,1,12,44,41,15,HOU,0
2022-23,GSW,2023-03-22T00:00:00,W,34.7,9,18,0.5,2,8,0.25,0,0,0.0,1,4,5,13,3,0,0,1,2,0,20,10,42.5,1,0,40.0,1,1,1,1,31,32,38,26,51,44,53,53,53,53,8,37,36,2,26,34,18,27,23,55,48,24,33,1,2,46,1,0.253,0.25,0.269,0.222,0.258,0.0,0.0,0.125,0.167,0.156,0.52,0.3,0.0,0.0,0.5,0.118,0.0,0.215,50,41,43,53,50,53,53,17,39,38,2,33,34,18,43,24,55,55,2,0,2,10,14,11,8,44,42,34,33,10,31,35,16,45,123.7,125.7,125.7,111.1,113.7,113.7,12.6,12.0,12.0,0.481,4.33,38.2,0.031,0.103,0.07,8.8,8.8,0.556,0.556,0.253,103.64,101.67,84.73,101.67,0.145,74,9.0,18.0,19,18,18,30,30,30,25,24,24,4,8,2,14,42,40,25,25,37,45,51,35,42,42,37,32,38,0.556,0.444,0.7,0.2,0.3,0.1,0.0,0.1,0.5,0.286,0.714,0.5,0.5,0.333,0.667,6,51,1,2,52,27,53,35,3,35,21,34,12,46,8,DAL,0
2022-23,GSW,2023-03-24T00:00:00,W,38.44,10,18,0.556,2,7,0.286,7,8,0.875,0,8,8,3,2,0,0,0,2,7,29,20,41.1,0,0,42.0,1,1,1,1,7,22,38,18,51,51,50,11,9,37,30,8,8,48,37,34,18,1,23,4,29,5,40,13,2,39,1,0.276,0.278,0.269,0.143,0.194,0.467,0.471,0.0,0.235,0.205,0.13,0.182,0.0,0.0,0.0,0.125,0.438,0.287,39,35,43,56,56,24,14,30,22,25,52,14,34,18,1,26,6,39,2,0,0,12,15,2,16,38,42,34,40,8,37,1,46,30,125.5,123.2,123.2,100.5,98.8,98.8,25.0,24.4,24.4,0.115,1.5,11.1,0.0,0.216,0.116,7.4,7.5,0.611,0.674,0.275,100.55,102.39,85.33,102.39,0.159,82,10.0,18.0,17,25,25,14,9,9,12,11,11,53,30,47,30,9,10,19,20,28,25,43,53,37,37,26,22,38,0.611,0.389,0.552,0.138,0.207,0.0,0.241,0.069,0.414,0.5,0.5,0.5,0.5,0.5,0.5,2,55,3,10,56,40,13,45,6,13,35,34,12,21,27,PHI,1
2022-23,GSW,2023-03-26T00:00:00,L,36.21,8,23,0.348,4,13,0.308,0,0,0.0,0,6,6,9,3,1,0,0,3,3,20,2,40.7,0,0,41.0,1,31,31,31,24,38,13,53,30,17,45,53,53,53,30,14,22,8,26,15,18,1,35,29,48,32,41,13,2,44,1,0.313,0.32,0.371,0.364,0.406,0.0,0.0,0.0,0.261,0.214,0.474,0.231,0.143,0.0,0.0,0.214,0.167,0.282,18,18,6,31,15,53,53,30,15,21,3,22,29,18,1,44,51,41,3,0,0,2,18,4,7,20,33,34,40,52,43,6,9,1,93.2,93.4,93.4,93.5,89.6,89.6,-0.3,3.8,3.8,0.529,3.0,25.7,0.0,0.176,0.083,8.6,8.6,0.435,0.435,0.32,99.39,101.41,84.51,101.41,0.14,76,8.0,23.0,55,55,55,5,3,3,36,30,30,2,10,14,30,18,29,24,24,53,54,18,54,46,46,39,38,13,0.435,0.565,0.4,0.3,0.6,0.0,0.0,0.15,0.1,0.25,0.75,1.0,0.0,0.625,0.375,29,27,17,1,14,40,53,27,54,37,18,1,47,12,44,MIN,1
2022-23,GSW,2023-03-28T00:00:00,W,36.945,14,25,0.56,8,15,0.533,3,4,0.75,2,6,8,8,4,3,0,2,0,2,39,12,65.6,0,0,69.0,1,1,1,1,17,5,7,17,2,4,11,35,32,44,3,14,8,12,15,2,18,49,1,46,7,22,4,13,2,5,1,0.333,0.389,0.373,0.533,0.469,0.273,0.308,0.222,0.286,0.267,0.32,0.286,0.3,0.0,1.0,0.0,0.182,0.398,10,6,5,11,2,46,37,8,11,10,16,29,14,18,51,1,46,6,6,8,2,10,18,10,20,34,13,2,33,10,43,31,52,20,126.1,122.5,122.5,106.2,108.9,108.9,19.9,13.6,13.6,0.364,2.0,21.1,0.061,0.167,0.116,10.5,10.3,0.72,0.729,0.355,103.08,103.29,86.07,103.29,0.231,80,14.0,25.0,14,26,26,20,24,24,16,23,23,13,23,24,5,19,10,33,32,13,18,7,41,32,32,7,5,7,0.4,0.6,0.308,0.051,0.615,0.051,0.077,0.154,0.256,0.333,0.667,0.625,0.375,0.5,0.5,40,17,31,41,12,38,44,25,28,25,24,23,32,21,27,NOP,1
2022-23,GSW,2023-03-31T00:00:00,W,32.735,11,21,0.524,7,11,0.636,4,4,1.0,1,1,2,5,1,0,0,1,1,4,33,-3,41.9,0,0,47.0,1,1,1,1,42,16,25,25,7,28,2,29,32,1,8,55,52,32,44,34,18,27,9,22,16,38,35,13,2,30,1,0.284,0.344,0.328,0.538,0.355,0.5,0.444,0.091,0.053,0.067,0.192,0.083,0.0,0.0,0.25,0.077,0.333,0.388,33,11,17,9,34,14,19,24,55,52,41,6,34,18,29,17,21,8,5,5,3,6,18,17,11,36,24,8,23,31,43,50,26,23,123.3,125.0,125.0,125.1,127.5,127.5,-1.8,-2.5,-2.5,0.238,5.0,17.9,0.03,0.03,0.03,3.6,3.5,0.69,0.725,0.297,102.14,100.44,83.7,100.44,0.166,68,11.0,21.0,21,21,21,49,49,49,37,37,37,35,5,34,15,55,53,8,8,19,19,30,46,50,50,22,16,25,0.476,0.524,0.242,0.061,0.636,0.091,0.122,0.152,0.182,0.75,0.25,0.857,0.143,0.818,0.182,19,37,44,35,3,31,36,26,41,2,53,11,46,1,56,SAS,1
